"Notes"	"Multiple Cause of death"	"Multiple Cause of death Code"	"Year"	"Year Code"	"State"	"State Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	Deaths	Population	Crude Rate
	"Heroin"	"T40.1"	"2020 "	"2020"	"Indiana"	"18"	"Male"	"M"	"Black or African American"	"2054-5"	24	359308	6.7
	"Heroin"	"T40.1"	"2020 "	"2020"	"Indiana"	"18"	"Male"	"M"	"White"	"2106-3"	120	2856048	4.2
	"Heroin"	"T40.1"	"2020 "	"2020"	"Iowa"	"19"	"Female"	"F"	"White"	"2106-3"	13	1456094	Unreliable
	"Heroin"	"T40.1"	"2020 "	"2020"	"Iowa"	"19"	"Male"	"M"	"White"	"2106-3"	35	1433214	2.4
	"Heroin"	"T40.1"	"2020 "	"2020"	"Kansas"	"20"	"Male"	"M"	"White"	"2106-3"	24	1269103	1.9
	"Heroin"	"T40.1"	"2020 "	"2020"	"Kentucky"	"21"	"Female"	"F"	"White"	"2106-3"	20	2013572	1.0
	"Heroin"	"T40.1"	"2020 "	"2020"	"Kentucky"	"21"	"Male"	"M"	"Black or African American"	"2054-5"	11	206629	Unreliable
	"Heroin"	"T40.1"	"2020 "	"2020"	"Kentucky"	"21"	"Male"	"M"	"White"	"2106-3"	81	1949441	4.2
	"Heroin"	"T40.1"	"2020 "	"2020"	"Louisiana"	"22"	"Female"	"F"	"White"	"2106-3"	66	1490217	4.4
	"Heroin"	"T40.1"	"2020 "	"2020"	"Louisiana"	"22"	"Male"	"M"	"Black or African American"	"2054-5"	30	740012	4.1
	"Heroin"	"T40.1"	"2020 "	"2020"	"Louisiana"	"22"	"Male"	"M"	"White"	"2106-3"	165	1456076	11.3
	"Heroin"	"T40.1"	"2020 "	"2020"	"Maine"	"23"	"Male"	"M"	"White"	"2106-3"	38	630827	6.0
	"Heroin"	"T40.1"	"2020 "	"2020"	"Maryland"	"24"	"Female"	"F"	"White"	"2106-3"	23	1819653	1.3
	"Heroin"	"T40.1"	"2020 "	"2020"	"Maryland"	"24"	"Male"	"M"	"Black or African American"	"2054-5"	44	918240	4.8
	"Heroin"	"T40.1"	"2020 "	"2020"	"Maryland"	"24"	"Male"	"M"	"White"	"2106-3"	51	1776115	2.9
	"Heroin"	"T40.1"	"2020 "	"2020"	"Massachusetts"	"25"	"Female"	"F"	"White"	"2106-3"	60	2890431	2.1
	"Heroin"	"T40.1"	"2020 "	"2020"	"Massachusetts"	"25"	"Male"	"M"	"White"	"2106-3"	145	2729173	5.3
	"Heroin"	"T40.1"	"2020 "	"2020"	"Michigan"	"26"	"Female"	"F"	"Black or African American"	"2054-5"	35	786697	4.4
	"Heroin"	"T40.1"	"2020 "	"2020"	"Michigan"	"26"	"Female"	"F"	"White"	"2106-3"	93	4038179	2.3
	"Heroin"	"T40.1"	"2020 "	"2020"	"Michigan"	"26"	"Male"	"M"	"Black or African American"	"2054-5"	89	713285	12.5
	"Heroin"	"T40.1"	"2020 "	"2020"	"Michigan"	"26"	"Male"	"M"	"White"	"2106-3"	231	3966210	5.8
	"Heroin"	"T40.1"	"2020 "	"2020"	"Minnesota"	"27"	"Female"	"F"	"White"	"2106-3"	20	2406507	0.8
	"Heroin"	"T40.1"	"2020 "	"2020"	"Minnesota"	"27"	"Male"	"M"	"Black or African American"	"2054-5"	15	232876	Unreliable
	"Heroin"	"T40.1"	"2020 "	"2020"	"Minnesota"	"27"	"Male"	"M"	"White"	"2106-3"	66	2383141	2.8
	"Heroin"	"T40.1"	"2020 "	"2020"	"Mississippi"	"28"	"Female"	"F"	"White"	"2106-3"	16	895905	Unreliable
	"Heroin"	"T40.1"	"2020 "	"2020"	"Mississippi"	"28"	"Male"	"M"	"White"	"2106-3"	48	872097	5.5
	"Heroin"	"T40.1"	"2020 "	"2020"	"Missouri"	"29"	"Female"	"F"	"Black or African American"	"2054-5"	17	406240	Unreliable
	"Heroin"	"T40.1"	"2020 "	"2020"	"Missouri"	"29"	"Female"	"F"	"White"	"2106-3"	26	2620984	1.0
	"Heroin"	"T40.1"	"2020 "	"2020"	"Missouri"	"29"	"Male"	"M"	"Black or African American"	"2054-5"	35	370530	9.4
	"Heroin"	"T40.1"	"2020 "	"2020"	"Missouri"	"29"	"Male"	"M"	"White"	"2106-3"	67	2546303	2.6
	"Heroin"	"T40.1"	"2020 "	"2020"	"Montana"	"30"	"Male"	"M"	"White"	"2106-3"	21	493337	4.3
	"Heroin"	"T40.1"	"2020 "	"2020"	"Nebraska"	"31"	"Male"	"M"	"White"	"2106-3"	11	860463	Unreliable
	"Heroin"	"T40.1"	"2020 "	"2020"	"Nevada"	"32"	"Female"	"F"	"White"	"2106-3"	28	1164189	2.4
	"Heroin"	"T40.1"	"2020 "	"2020"	"Nevada"	"32"	"Male"	"M"	"White"	"2106-3"	85	1203517	7.1
	"Heroin"	"T40.1"	"2020 "	"2020"	"New Jersey"	"34"	"Female"	"F"	"Black or African American"	"2054-5"	35	743333	4.7
	"Heroin"	"T40.1"	"2020 "	"2020"	"New Jersey"	"34"	"Female"	"F"	"White"	"2106-3"	106	3275631	3.2
	"Heroin"	"T40.1"	"2020 "	"2020"	"New Jersey"	"34"	"Male"	"M"	"Black or African American"	"2054-5"	124	678583	18.3
	"Heroin"	"T40.1"	"2020 "	"2020"	"New Jersey"	"34"	"Male"	"M"	"White"	"2106-3"	411	3164788	13.0
	"Heroin"	"T40.1"	"2020 "	"2020"	"New Mexico"	"35"	"Female"	"F"	"White"	"2106-3"	45	880149	5.1
	"Heroin"	"T40.1"	"2020 "	"2020"	"New Mexico"	"35"	"Male"	"M"	"White"	"2106-3"	119	863411	13.8
	"Heroin"	"T40.1"	"2020 "	"2020"	"New York"	"36"	"Female"	"F"	"Black or African American"	"2054-5"	55	1911603	2.9
	"Heroin"	"T40.1"	"2020 "	"2020"	"New York"	"36"	"Female"	"F"	"White"	"2106-3"	212	6936101	3.1
	"Heroin"	"T40.1"	"2020 "	"2020"	"New York"	"36"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	15	899089	Unreliable
	"Heroin"	"T40.1"	"2020 "	"2020"	"New York"	"36"	"Male"	"M"	"Black or African American"	"2054-5"	213	1692994	12.6
	"Heroin"	"T40.1"	"2020 "	"2020"	"New York"	"36"	"Male"	"M"	"White"	"2106-3"	772	6683868	11.6
	"Heroin"	"T40.1"	"2020 "	"2020"	"North Carolina"	"37"	"Female"	"F"	"Black or African American"	"2054-5"	28	1303256	2.1
	"Heroin"	"T40.1"	"2020 "	"2020"	"North Carolina"	"37"	"Female"	"F"	"White"	"2106-3"	123	3853251	3.2
	"Heroin"	"T40.1"	"2020 "	"2020"	"North Carolina"	"37"	"Male"	"M"	"Black or African American"	"2054-5"	69	1150605	6.0
	"Heroin"	"T40.1"	"2020 "	"2020"	"North Carolina"	"37"	"Male"	"M"	"White"	"2106-3"	302	3722310	8.1
	"Heroin"	"T40.1"	"2020 "	"2020"	"Ohio"	"39"	"Female"	"F"	"White"	"2106-3"	86	4904537	1.8
	"Heroin"	"T40.1"	"2020 "	"2020"	"Ohio"	"39"	"Male"	"M"	"Black or African American"	"2054-5"	24	797862	3.0
	"Heroin"	"T40.1"	"2020 "	"2020"	"Ohio"	"39"	"Male"	"M"	"White"	"2106-3"	189	4748644	4.0
	"Heroin"	"T40.1"	"2020 "	"2020"	"Oklahoma"	"40"	"Female"	"F"	"White"	"2106-3"	20	1547116	1.3
	"Heroin"	"T40.1"	"2020 "	"2020"	"Oklahoma"	"40"	"Male"	"M"	"White"	"2106-3"	54	1516568	3.6
	"Heroin"	"T40.1"	"2020 "	"2020"	"Oregon"	"41"	"Female"	"F"	"White"	"2106-3"	47	1897468	2.5
	"Heroin"	"T40.1"	"2020 "	"2020"	"Oregon"	"41"	"Male"	"M"	"White"	"2106-3"	136	1865007	7.3
	"Heroin"	"T40.1"	"2020 "	"2020"	"Pennsylvania"	"42"	"Female"	"F"	"Black or African American"	"2054-5"	32	856231	3.7
	"Heroin"	"T40.1"	"2020 "	"2020"	"Pennsylvania"	"42"	"Female"	"F"	"White"	"2106-3"	164	5356270	3.1
	"Heroin"	"T40.1"	"2020 "	"2020"	"Pennsylvania"	"42"	"Male"	"M"	"Black or African American"	"2054-5"	99	804302	12.3
	"Heroin"	"T40.1"	"2020 "	"2020"	"Pennsylvania"	"42"	"Male"	"M"	"White"	"2106-3"	499	5174307	9.6
	"Heroin"	"T40.1"	"2020 "	"2020"	"South Carolina"	"45"	"Female"	"F"	"White"	"2106-3"	64	1851057	3.5
	"Heroin"	"T40.1"	"2020 "	"2020"	"South Carolina"	"45"	"Male"	"M"	"Black or African American"	"2054-5"	36	672741	5.4
	"Heroin"	"T40.1"	"2020 "	"2020"	"South Carolina"	"45"	"Male"	"M"	"White"	"2106-3"	138	1780350	7.8
	"Heroin"	"T40.1"	"2020 "	"2020"	"Tennessee"	"47"	"Female"	"F"	"Black or African American"	"2054-5"	10	642624	Unreliable
	"Heroin"	"T40.1"	"2020 "	"2020"	"Tennessee"	"47"	"Female"	"F"	"White"	"2106-3"	99	2787517	3.6
	"Heroin"	"T40.1"	"2020 "	"2020"	"Tennessee"	"47"	"Male"	"M"	"Black or African American"	"2054-5"	37	576613	6.4
	"Heroin"	"T40.1"	"2020 "	"2020"	"Tennessee"	"47"	"Male"	"M"	"White"	"2106-3"	183	2687668	6.8
	"Heroin"	"T40.1"	"2020 "	"2020"	"Texas"	"48"	"Female"	"F"	"Black or African American"	"2054-5"	17	2052969	Unreliable
	"Heroin"	"T40.1"	"2020 "	"2020"	"Texas"	"48"	"Female"	"F"	"White"	"2106-3"	162	11679553	1.4
	"Heroin"	"T40.1"	"2020 "	"2020"	"Texas"	"48"	"Male"	"M"	"Black or African American"	"2054-5"	46	1931175	2.4
	"Heroin"	"T40.1"	"2020 "	"2020"	"Texas"	"48"	"Male"	"M"	"White"	"2106-3"	543	11635326	4.7
	"Heroin"	"T40.1"	"2020 "	"2020"	"Utah"	"49"	"Female"	"F"	"White"	"2106-3"	32	1484339	2.2
	"Heroin"	"T40.1"	"2020 "	"2020"	"Utah"	"49"	"Male"	"M"	"White"	"2106-3"	101	1505444	6.7
	"Heroin"	"T40.1"	"2020 "	"2020"	"Vermont"	"50"	"Male"	"M"	"White"	"2106-3"	31	293685	10.6
	"Heroin"	"T40.1"	"2020 "	"2020"	"Virginia"	"51"	"Female"	"F"	"Black or African American"	"2054-5"	28	934163	3.0
	"Heroin"	"T40.1"	"2020 "	"2020"	"Virginia"	"51"	"Female"	"F"	"White"	"2106-3"	104	3051551	3.4
	"Heroin"	"T40.1"	"2020 "	"2020"	"Virginia"	"51"	"Male"	"M"	"Black or African American"	"2054-5"	103	867332	11.9
	"Heroin"	"T40.1"	"2020 "	"2020"	"Virginia"	"51"	"Male"	"M"	"White"	"2106-3"	260	3012115	8.6
	"Heroin"	"T40.1"	"2020 "	"2020"	"Washington"	"53"	"Female"	"F"	"White"	"2106-3"	80	3085850	2.6
	"Heroin"	"T40.1"	"2020 "	"2020"	"Washington"	"53"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	16	90289	Unreliable
	"Heroin"	"T40.1"	"2020 "	"2020"	"Washington"	"53"	"Male"	"M"	"Black or African American"	"2054-5"	21	230831	9.1
	"Heroin"	"T40.1"	"2020 "	"2020"	"Washington"	"53"	"Male"	"M"	"White"	"2106-3"	241	3104455	7.8
	"Heroin"	"T40.1"	"2020 "	"2020"	"West Virginia"	"54"	"Female"	"F"	"White"	"2106-3"	38	854244	4.4
	"Heroin"	"T40.1"	"2020 "	"2020"	"West Virginia"	"54"	"Male"	"M"	"Black or African American"	"2054-5"	10	40955	Unreliable
	"Heroin"	"T40.1"	"2020 "	"2020"	"West Virginia"	"54"	"Male"	"M"	"White"	"2106-3"	90	832268	10.8
	"Heroin"	"T40.1"	"2020 "	"2020"	"Wisconsin"	"55"	"Female"	"F"	"Black or African American"	"2054-5"	18	219908	Unreliable
	"Heroin"	"T40.1"	"2020 "	"2020"	"Wisconsin"	"55"	"Female"	"F"	"White"	"2106-3"	48	2568990	1.9
	"Heroin"	"T40.1"	"2020 "	"2020"	"Wisconsin"	"55"	"Male"	"M"	"Black or African American"	"2054-5"	31	215367	14.4
	"Heroin"	"T40.1"	"2020 "	"2020"	"Wisconsin"	"55"	"Male"	"M"	"White"	"2106-3"	164	2552098	6.4
	"Other opioids"	"T40.2"	"1999"	"1999"	"Arizona"	"04"	"Female"	"F"	"White"	"2106-3"	25	2235195	1.1
	"Other opioids"	"T40.2"	"1999"	"1999"	"Arizona"	"04"	"Male"	"M"	"White"	"2106-3"	56	2225387	2.5
	"Other opioids"	"T40.2"	"1999"	"1999"	"California"	"06"	"Female"	"F"	"Black or African American"	"2054-5"	23	1274187	1.8
	"Other opioids"	"T40.2"	"1999"	"1999"	"California"	"06"	"Female"	"F"	"White"	"2106-3"	168	13203242	1.3
	"Other opioids"	"T40.2"	"1999"	"1999"	"California"	"06"	"Male"	"M"	"Black or African American"	"2054-5"	56	1228282	4.6
	"Other opioids"	"T40.2"	"1999"	"1999"	"California"	"06"	"Male"	"M"	"White"	"2106-3"	696	13289192	5.2
	"Other opioids"	"T40.2"	"1999"	"1999"	"Colorado"	"08"	"Female"	"F"	"White"	"2106-3"	21	1930473	1.1
	"Other opioids"	"T40.2"	"1999"	"1999"	"Colorado"	"08"	"Male"	"M"	"White"	"2106-3"	21	1952428	1.1
	"Other opioids"	"T40.2"	"1999"	"1999"	"Florida"	"12"	"Female"	"F"	"White"	"2106-3"	54	6629027	0.8
	"Other opioids"	"T40.2"	"1999"	"1999"	"Florida"	"12"	"Male"	"M"	"White"	"2106-3"	99	6349696	1.6
	"Other opioids"	"T40.2"	"1999"	"1999"	"Georgia"	"13"	"Male"	"M"	"White"	"2106-3"	19	2747297	Unreliable
	"Other opioids"	"T40.2"	"1999"	"1999"	"Hawaii"	"15"	"Male"	"M"	"White"	"2106-3"	12	193399	Unreliable
	"Other opioids"	"T40.2"	"1999"	"1999"	"Illinois"	"17"	"Female"	"F"	"White"	"2106-3"	12	5045484	Unreliable
	"Other opioids"	"T40.2"	"1999"	"1999"	"Illinois"	"17"	"Male"	"M"	"White"	"2106-3"	23	4906281	0.5
	"Other opioids"	"T40.2"	"1999"	"1999"	"Kentucky"	"21"	"Female"	"F"	"White"	"2106-3"	11	1880797	Unreliable
	"Other opioids"	"T40.2"	"1999"	"1999"	"Kentucky"	"21"	"Male"	"M"	"White"	"2106-3"	24	1796038	1.3
	"Other opioids"	"T40.2"	"1999"	"1999"	"Massachusetts"	"25"	"Female"	"F"	"White"	"2106-3"	13	2921658	Unreliable
	"Other opioids"	"T40.2"	"1999"	"1999"	"Massachusetts"	"25"	"Male"	"M"	"White"	"2106-3"	17	2711096	Unreliable
	"Other opioids"	"T40.2"	"1999"	"1999"	"Michigan"	"26"	"Male"	"M"	"White"	"2106-3"	23	4034851	0.6
	"Other opioids"	"T40.2"	"1999"	"1999"	"Missouri"	"29"	"Male"	"M"	"White"	"2106-3"	17	2354682	Unreliable
	"Other opioids"	"T40.2"	"1999"	"1999"	"Nevada"	"32"	"Female"	"F"	"White"	"2106-3"	30	808081	3.7
	"Other opioids"	"T40.2"	"1999"	"1999"	"Nevada"	"32"	"Male"	"M"	"White"	"2106-3"	46	849671	5.4
	"Other opioids"	"T40.2"	"1999"	"1999"	"New Hampshire"	"33"	"Male"	"M"	"White"	"2106-3"	11	585238	Unreliable
	"Other opioids"	"T40.2"	"1999"	"1999"	"New Jersey"	"34"	"Female"	"F"	"White"	"2106-3"	17	3391812	Unreliable
	"Other opioids"	"T40.2"	"1999"	"1999"	"New Jersey"	"34"	"Male"	"M"	"Black or African American"	"2054-5"	11	582178	Unreliable
	"Other opioids"	"T40.2"	"1999"	"1999"	"New Jersey"	"34"	"Male"	"M"	"White"	"2106-3"	66	3217379	2.1
	"Other opioids"	"T40.2"	"1999"	"1999"	"New Mexico"	"35"	"Female"	"F"	"White"	"2106-3"	10	793585	Unreliable
	"Other opioids"	"T40.2"	"1999"	"1999"	"New Mexico"	"35"	"Male"	"M"	"White"	"2106-3"	98	769836	12.7
	"Other opioids"	"T40.2"	"1999"	"1999"	"New York"	"36"	"Male"	"M"	"White"	"2106-3"	33	6917065	0.5
	"Other opioids"	"T40.2"	"1999"	"1999"	"North Carolina"	"37"	"Female"	"F"	"White"	"2106-3"	14	3018281	Unreliable
	"Other opioids"	"T40.2"	"1999"	"1999"	"North Carolina"	"37"	"Male"	"M"	"White"	"2106-3"	34	2952586	1.2
	"Other opioids"	"T40.2"	"1999"	"1999"	"Ohio"	"39"	"Female"	"F"	"White"	"2106-3"	19	5037428	Unreliable
	"Other opioids"	"T40.2"	"1999"	"1999"	"Ohio"	"39"	"Male"	"M"	"White"	"2106-3"	45	4779030	0.9
	"Other opioids"	"T40.2"	"1999"	"1999"	"Oklahoma"	"40"	"Female"	"F"	"White"	"2106-3"	14	1424430	Unreliable
	"Other opioids"	"T40.2"	"1999"	"1999"	"Oklahoma"	"40"	"Male"	"M"	"White"	"2106-3"	30	1375751	2.2
	"Other opioids"	"T40.2"	"1999"	"1999"	"Oregon"	"41"	"Male"	"M"	"White"	"2106-3"	17	1562845	Unreliable
	"Other opioids"	"T40.2"	"1999"	"1999"	"Pennsylvania"	"42"	"Female"	"F"	"White"	"2106-3"	26	5544312	0.5
	"Other opioids"	"T40.2"	"1999"	"1999"	"Pennsylvania"	"42"	"Male"	"M"	"White"	"2106-3"	45	5190271	0.9
	"Other opioids"	"T40.2"	"1999"	"1999"	"South Carolina"	"45"	"Male"	"M"	"White"	"2106-3"	13	1345376	Unreliable
	"Other opioids"	"T40.2"	"1999"	"1999"	"Tennessee"	"47"	"Female"	"F"	"White"	"2106-3"	17	2362012	Unreliable
	"Other opioids"	"T40.2"	"1999"	"1999"	"Tennessee"	"47"	"Male"	"M"	"White"	"2106-3"	25	2263315	1.1
	"Other opioids"	"T40.2"	"1999"	"1999"	"Texas"	"48"	"Female"	"F"	"White"	"2106-3"	38	8716280	0.4
	"Other opioids"	"T40.2"	"1999"	"1999"	"Texas"	"48"	"Male"	"M"	"White"	"2106-3"	72	8642333	0.8
	"Other opioids"	"T40.2"	"1999"	"1999"	"Utah"	"49"	"Female"	"F"	"White"	"2106-3"	28	1045601	2.7
	"Other opioids"	"T40.2"	"1999"	"1999"	"Utah"	"49"	"Male"	"M"	"White"	"2106-3"	62	1046887	5.9
	"Other opioids"	"T40.2"	"1999"	"1999"	"Virginia"	"51"	"Female"	"F"	"White"	"2106-3"	30	2674592	1.1
	"Other opioids"	"T40.2"	"1999"	"1999"	"Virginia"	"51"	"Male"	"M"	"Black or African American"	"2054-5"	13	680199	Unreliable
	"Other opioids"	"T40.2"	"1999"	"1999"	"Virginia"	"51"	"Male"	"M"	"White"	"2106-3"	63	2607592	2.4
	"Other opioids"	"T40.2"	"1999"	"1999"	"Washington"	"53"	"Female"	"F"	"White"	"2106-3"	33	2578841	1.3
	"Other opioids"	"T40.2"	"1999"	"1999"	"Washington"	"53"	"Male"	"M"	"White"	"2106-3"	57	2559766	2.2
	"Other opioids"	"T40.2"	"1999"	"1999"	"Wisconsin"	"55"	"Female"	"F"	"White"	"2106-3"	16	2466785	Unreliable
	"Other opioids"	"T40.2"	"1999"	"1999"	"Wisconsin"	"55"	"Male"	"M"	"White"	"2106-3"	19	2407804	Unreliable
	"Other opioids"	"T40.2"	"2000"	"2000"	"Alabama"	"01"	"Female"	"F"	"White"	"2106-3"	10	1643179	Unreliable
	"Other opioids"	"T40.2"	"2000"	"2000"	"Alabama"	"01"	"Male"	"M"	"White"	"2106-3"	13	1575039	Unreliable
	"Other opioids"	"T40.2"	"2000"	"2000"	"Alaska"	"02"	"Female"	"F"	"White"	"2106-3"	11	219857	Unreliable
	"Other opioids"	"T40.2"	"2000"	"2000"	"Arizona"	"04"	"Female"	"F"	"White"	"2106-3"	26	2279908	1.1
	"Other opioids"	"T40.2"	"2000"	"2000"	"Arizona"	"04"	"Male"	"M"	"White"	"2106-3"	60	2274325	2.6
	"Other opioids"	"T40.2"	"2000"	"2000"	"California"	"06"	"Female"	"F"	"White"	"2106-3"	136	13341153	1.0
	"Other opioids"	"T40.2"	"2000"	"2000"	"California"	"06"	"Male"	"M"	"Black or African American"	"2054-5"	45	1234115	3.6
	"Other opioids"	"T40.2"	"2000"	"2000"	"California"	"06"	"Male"	"M"	"White"	"2106-3"	444	13407838	3.3
	"Other opioids"	"T40.2"	"2000"	"2000"	"Colorado"	"08"	"Female"	"F"	"White"	"2106-3"	24	1957118	1.2
	"Other opioids"	"T40.2"	"2000"	"2000"	"Colorado"	"08"	"Male"	"M"	"White"	"2106-3"	32	1984788	1.6
	"Other opioids"	"T40.2"	"2000"	"2000"	"Florida"	"12"	"Female"	"F"	"White"	"2106-3"	75	6705029	1.1
	"Other opioids"	"T40.2"	"2000"	"2000"	"Florida"	"12"	"Male"	"M"	"White"	"2106-3"	160	6427061	2.5
	"Other opioids"	"T40.2"	"2000"	"2000"	"Georgia"	"13"	"Female"	"F"	"White"	"2106-3"	23	2784676	0.8
	"Other opioids"	"T40.2"	"2000"	"2000"	"Georgia"	"13"	"Male"	"M"	"White"	"2106-3"	37	2787360	1.3
	"Other opioids"	"T40.2"	"2000"	"2000"	"Hawaii"	"15"	"Male"	"M"	"White"	"2106-3"	11	191947	Unreliable
	"Other opioids"	"T40.2"	"2000"	"2000"	"Illinois"	"17"	"Female"	"F"	"White"	"2106-3"	12	5056749	Unreliable
	"Other opioids"	"T40.2"	"2000"	"2000"	"Illinois"	"17"	"Male"	"M"	"White"	"2106-3"	27	4924771	0.5
	"Other opioids"	"T40.2"	"2000"	"2000"	"Indiana"	"18"	"Male"	"M"	"White"	"2106-3"	12	2683294	Unreliable
	"Other opioids"	"T40.2"	"2000"	"2000"	"Kentucky"	"21"	"Female"	"F"	"White"	"2106-3"	15	1886416	Unreliable
	"Other opioids"	"T40.2"	"2000"	"2000"	"Kentucky"	"21"	"Male"	"M"	"White"	"2106-3"	34	1803725	1.9
	"Other opioids"	"T40.2"	"2000"	"2000"	"Louisiana"	"22"	"Male"	"M"	"White"	"2106-3"	16	1426957	Unreliable
	"Other opioids"	"T40.2"	"2000"	"2000"	"Massachusetts"	"25"	"Female"	"F"	"White"	"2106-3"	14	2926790	Unreliable
	"Other opioids"	"T40.2"	"2000"	"2000"	"Massachusetts"	"25"	"Male"	"M"	"White"	"2106-3"	16	2715757	Unreliable
	"Other opioids"	"T40.2"	"2000"	"2000"	"Michigan"	"26"	"Female"	"F"	"White"	"2106-3"	11	4160279	Unreliable
	"Other opioids"	"T40.2"	"2000"	"2000"	"Michigan"	"26"	"Male"	"M"	"White"	"2106-3"	25	4044989	0.6
	"Other opioids"	"T40.2"	"2000"	"2000"	"Missouri"	"29"	"Female"	"F"	"White"	"2106-3"	23	2477184	0.9
	"Other opioids"	"T40.2"	"2000"	"2000"	"Missouri"	"29"	"Male"	"M"	"White"	"2106-3"	23	2364754	1.0
	"Other opioids"	"T40.2"	"2000"	"2000"	"Nevada"	"32"	"Female"	"F"	"White"	"2106-3"	28	830606	3.4
	"Other opioids"	"T40.2"	"2000"	"2000"	"Nevada"	"32"	"Male"	"M"	"White"	"2106-3"	66	874689	7.5
	"Other opioids"	"T40.2"	"2000"	"2000"	"New Jersey"	"34"	"Female"	"F"	"White"	"2106-3"	19	3403279	Unreliable
	"Other opioids"	"T40.2"	"2000"	"2000"	"New Jersey"	"34"	"Male"	"M"	"White"	"2106-3"	45	3226551	1.4
	"Other opioids"	"T40.2"	"2000"	"2000"	"New Mexico"	"35"	"Female"	"F"	"White"	"2106-3"	24	795258	3.0
	"Other opioids"	"T40.2"	"2000"	"2000"	"New Mexico"	"35"	"Male"	"M"	"White"	"2106-3"	72	770522	9.3
	"Other opioids"	"T40.2"	"2000"	"2000"	"New York"	"36"	"Male"	"M"	"White"	"2106-3"	19	6927047	Unreliable
	"Other opioids"	"T40.2"	"2000"	"2000"	"North Carolina"	"37"	"Female"	"F"	"White"	"2106-3"	40	3046424	1.3
	"Other opioids"	"T40.2"	"2000"	"2000"	"North Carolina"	"37"	"Male"	"M"	"White"	"2106-3"	66	2991085	2.2
	"Other opioids"	"T40.2"	"2000"	"2000"	"Ohio"	"39"	"Female"	"F"	"White"	"2106-3"	26	5033343	0.5
	"Other opioids"	"T40.2"	"2000"	"2000"	"Ohio"	"39"	"Male"	"M"	"White"	"2106-3"	69	4779059	1.4
	"Other opioids"	"T40.2"	"2000"	"2000"	"Oklahoma"	"40"	"Female"	"F"	"White"	"2106-3"	20	1425721	1.4
	"Other opioids"	"T40.2"	"2000"	"2000"	"Oklahoma"	"40"	"Male"	"M"	"White"	"2106-3"	40	1377836	2.9
	"Other opioids"	"T40.2"	"2000"	"2000"	"Oregon"	"41"	"Female"	"F"	"White"	"2106-3"	12	1599611	Unreliable
	"Other opioids"	"T40.2"	"2000"	"2000"	"Oregon"	"41"	"Male"	"M"	"White"	"2106-3"	14	1572749	Unreliable
	"Other opioids"	"T40.2"	"2000"	"2000"	"Pennsylvania"	"42"	"Female"	"F"	"White"	"2106-3"	25	5535547	0.5
	"Other opioids"	"T40.2"	"2000"	"2000"	"Pennsylvania"	"42"	"Male"	"M"	"White"	"2106-3"	67	5189900	1.3
	"Other opioids"	"T40.2"	"2000"	"2000"	"South Carolina"	"45"	"Male"	"M"	"White"	"2106-3"	29	1359109	2.1
	"Other opioids"	"T40.2"	"2000"	"2000"	"Tennessee"	"47"	"Female"	"F"	"White"	"2106-3"	15	2374549	Unreliable
	"Other opioids"	"T40.2"	"2000"	"2000"	"Tennessee"	"47"	"Male"	"M"	"White"	"2106-3"	38	2282833	1.7
	"Other opioids"	"T40.2"	"2000"	"2000"	"Texas"	"48"	"Female"	"F"	"White"	"2106-3"	54	8815254	0.6
	"Other opioids"	"T40.2"	"2000"	"2000"	"Texas"	"48"	"Male"	"M"	"White"	"2106-3"	86	8760224	1.0
	"Other opioids"	"T40.2"	"2000"	"2000"	"Utah"	"49"	"Female"	"F"	"White"	"2106-3"	29	1056904	2.7
	"Other opioids"	"T40.2"	"2000"	"2000"	"Utah"	"49"	"Male"	"M"	"White"	"2106-3"	77	1060121	7.3
	"Other opioids"	"T40.2"	"2000"	"2000"	"Virginia"	"51"	"Female"	"F"	"White"	"2106-3"	28	2692933	1.0
	"Other opioids"	"T40.2"	"2000"	"2000"	"Virginia"	"51"	"Male"	"M"	"Black or African American"	"2054-5"	18	688311	Unreliable
	"Other opioids"	"T40.2"	"2000"	"2000"	"Virginia"	"51"	"Male"	"M"	"White"	"2106-3"	59	2631465	2.2
	"Other opioids"	"T40.2"	"2000"	"2000"	"Washington"	"53"	"Female"	"F"	"White"	"2106-3"	38	2591963	1.5
	"Other opioids"	"T40.2"	"2000"	"2000"	"Washington"	"53"	"Male"	"M"	"White"	"2106-3"	47	2574875	1.8
	"Other opioids"	"T40.2"	"2000"	"2000"	"West Virginia"	"54"	"Male"	"M"	"White"	"2106-3"	15	841295	Unreliable
	"Other opioids"	"T40.2"	"2000"	"2000"	"Wisconsin"	"55"	"Female"	"F"	"White"	"2106-3"	18	2472882	Unreliable
	"Other opioids"	"T40.2"	"2000"	"2000"	"Wisconsin"	"55"	"Male"	"M"	"White"	"2106-3"	26	2418249	1.1
	"Other opioids"	"T40.2"	"2001"	"2001"	"Alabama"	"01"	"Male"	"M"	"White"	"2106-3"	15	1580087	Unreliable
	"Other opioids"	"T40.2"	"2001"	"2001"	"Arizona"	"04"	"Female"	"F"	"White"	"2106-3"	28	2338263	1.2
	"Other opioids"	"T40.2"	"2001"	"2001"	"Arizona"	"04"	"Male"	"M"	"White"	"2106-3"	53	2331036	2.3
