"Notes"	"Multiple Cause of death"	"Multiple Cause of death Code"	"Year"	"Year Code"	"State"	"State Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"Other opioids"	"T40.2"	"2012"	"2012"	"Vermont"	"50"	"Female"	"F"	12	317233	Unreliable
	"Other opioids"	"T40.2"	"2012"	"2012"	"Vermont"	"50"	"Male"	"M"	15	308778	Unreliable
	"Other opioids"	"T40.2"	"2012"	"2012"	"Virginia"	"51"	"Female"	"F"	138	4164342	3.3
	"Other opioids"	"T40.2"	"2012"	"2012"	"Virginia"	"51"	"Male"	"M"	138	4021525	3.4
	"Other opioids"	"T40.2"	"2012"	"2012"	"Washington"	"53"	"Female"	"F"	160	3455462	4.6
	"Other opioids"	"T40.2"	"2012"	"2012"	"Washington"	"53"	"Male"	"M"	172	3441550	5.0
	"Other opioids"	"T40.2"	"2012"	"2012"	"West Virginia"	"54"	"Female"	"F"	142	940008	15.1
	"Other opioids"	"T40.2"	"2012"	"2012"	"West Virginia"	"54"	"Male"	"M"	206	915405	22.5
	"Other opioids"	"T40.2"	"2012"	"2012"	"Wisconsin"	"55"	"Female"	"F"	105	2883326	3.6
	"Other opioids"	"T40.2"	"2012"	"2012"	"Wisconsin"	"55"	"Male"	"M"	124	2843072	4.4
	"Other opioids"	"T40.2"	"2012"	"2012"	"Wyoming"	"56"	"Female"	"F"	14	282131	Unreliable
	"Other opioids"	"T40.2"	"2012"	"2012"	"Wyoming"	"56"	"Male"	"M"	12	294281	Unreliable
	"Other opioids"	"T40.2"	"2013"	"2013"	"Alabama"	"01"	"Female"	"F"	28	2488375	1.1
	"Other opioids"	"T40.2"	"2013"	"2013"	"Alabama"	"01"	"Male"	"M"	37	2345347	1.6
	"Other opioids"	"T40.2"	"2013"	"2013"	"Alaska"	"02"	"Female"	"F"	11	349564	Unreliable
	"Other opioids"	"T40.2"	"2013"	"2013"	"Alaska"	"02"	"Male"	"M"	27	385568	7.0
	"Other opioids"	"T40.2"	"2013"	"2013"	"Arizona"	"04"	"Female"	"F"	124	3331505	3.7
	"Other opioids"	"T40.2"	"2013"	"2013"	"Arizona"	"04"	"Male"	"M"	129	3295119	3.9
	"Other opioids"	"T40.2"	"2013"	"2013"	"Arkansas"	"05"	"Female"	"F"	53	1505782	3.5
	"Other opioids"	"T40.2"	"2013"	"2013"	"Arkansas"	"05"	"Male"	"M"	58	1453591	4.0
	"Other opioids"	"T40.2"	"2013"	"2013"	"California"	"06"	"Female"	"F"	408	19268325	2.1
	"Other opioids"	"T40.2"	"2013"	"2013"	"California"	"06"	"Male"	"M"	631	19064196	3.3
	"Other opioids"	"T40.2"	"2013"	"2013"	"Colorado"	"08"	"Female"	"F"	99	2621921	3.8
	"Other opioids"	"T40.2"	"2013"	"2013"	"Colorado"	"08"	"Male"	"M"	122	2646446	4.6
	"Other opioids"	"T40.2"	"2013"	"2013"	"Connecticut"	"09"	"Female"	"F"	58	1841929	3.1
	"Other opioids"	"T40.2"	"2013"	"2013"	"Connecticut"	"09"	"Male"	"M"	86	1754151	4.9
	"Other opioids"	"T40.2"	"2013"	"2013"	"Delaware"	"10"	"Male"	"M"	26	447947	5.8
	"Other opioids"	"T40.2"	"2013"	"2013"	"Florida"	"12"	"Female"	"F"	321	9990213	3.2
	"Other opioids"	"T40.2"	"2013"	"2013"	"Florida"	"12"	"Male"	"M"	430	9562647	4.5
	"Other opioids"	"T40.2"	"2013"	"2013"	"Georgia"	"13"	"Female"	"F"	133	5110806	2.6
	"Other opioids"	"T40.2"	"2013"	"2013"	"Georgia"	"13"	"Male"	"M"	176	4881361	3.6
	"Other opioids"	"T40.2"	"2013"	"2013"	"Hawaii"	"15"	"Female"	"F"	14	694440	Unreliable
	"Other opioids"	"T40.2"	"2013"	"2013"	"Hawaii"	"15"	"Male"	"M"	25	709614	3.5
	"Other opioids"	"T40.2"	"2013"	"2013"	"Idaho"	"16"	"Female"	"F"	26	805052	3.2
	"Other opioids"	"T40.2"	"2013"	"2013"	"Idaho"	"16"	"Male"	"M"	25	807084	3.1
	"Other opioids"	"T40.2"	"2013"	"2013"	"Illinois"	"17"	"Female"	"F"	71	6555652	1.1
	"Other opioids"	"T40.2"	"2013"	"2013"	"Illinois"	"17"	"Male"	"M"	114	6326483	1.8
	"Other opioids"	"T40.2"	"2013"	"2013"	"Indiana"	"18"	"Female"	"F"	43	3334634	1.3
	"Other opioids"	"T40.2"	"2013"	"2013"	"Indiana"	"18"	"Male"	"M"	68	3236268	2.1
	"Other opioids"	"T40.2"	"2013"	"2013"	"Iowa"	"19"	"Female"	"F"	62	1557015	4.0
	"Other opioids"	"T40.2"	"2013"	"2013"	"Iowa"	"19"	"Male"	"M"	44	1533401	2.9
	"Other opioids"	"T40.2"	"2013"	"2013"	"Kansas"	"20"	"Female"	"F"	46	1452009	3.2
	"Other opioids"	"T40.2"	"2013"	"2013"	"Kansas"	"20"	"Male"	"M"	42	1441948	2.9
	"Other opioids"	"T40.2"	"2013"	"2013"	"Kentucky"	"21"	"Female"	"F"	144	2231899	6.5
	"Other opioids"	"T40.2"	"2013"	"2013"	"Kentucky"	"21"	"Male"	"M"	205	2163396	9.5
	"Other opioids"	"T40.2"	"2013"	"2013"	"Louisiana"	"22"	"Female"	"F"	41	2361537	1.7
	"Other opioids"	"T40.2"	"2013"	"2013"	"Louisiana"	"22"	"Male"	"M"	45	2263933	2.0
	"Other opioids"	"T40.2"	"2013"	"2013"	"Maine"	"23"	"Female"	"F"	24	678082	3.5
	"Other opioids"	"T40.2"	"2013"	"2013"	"Maine"	"23"	"Male"	"M"	40	650220	6.2
	"Other opioids"	"T40.2"	"2013"	"2013"	"Maryland"	"24"	"Female"	"F"	134	3054052	4.4
	"Other opioids"	"T40.2"	"2013"	"2013"	"Maryland"	"24"	"Male"	"M"	170	2874762	5.9
	"Other opioids"	"T40.2"	"2013"	"2013"	"Massachusetts"	"25"	"Female"	"F"	65	3448008	1.9
	"Other opioids"	"T40.2"	"2013"	"2013"	"Massachusetts"	"25"	"Male"	"M"	114	3244816	3.5
	"Other opioids"	"T40.2"	"2013"	"2013"	"Michigan"	"26"	"Female"	"F"	128	5036338	2.5
	"Other opioids"	"T40.2"	"2013"	"2013"	"Michigan"	"26"	"Male"	"M"	155	4859284	3.2
	"Other opioids"	"T40.2"	"2013"	"2013"	"Minnesota"	"27"	"Female"	"F"	52	2727081	1.9
	"Other opioids"	"T40.2"	"2013"	"2013"	"Minnesota"	"27"	"Male"	"M"	59	2693299	2.2
	"Other opioids"	"T40.2"	"2013"	"2013"	"Mississippi"	"28"	"Female"	"F"	27	1536620	1.8
	"Other opioids"	"T40.2"	"2013"	"2013"	"Mississippi"	"28"	"Male"	"M"	28	1454587	1.9
	"Other opioids"	"T40.2"	"2013"	"2013"	"Missouri"	"29"	"Female"	"F"	106	3080214	3.4
	"Other opioids"	"T40.2"	"2013"	"2013"	"Missouri"	"29"	"Male"	"M"	131	2963957	4.4
	"Other opioids"	"T40.2"	"2013"	"2013"	"Montana"	"30"	"Female"	"F"	23	505367	4.6
	"Other opioids"	"T40.2"	"2013"	"2013"	"Montana"	"30"	"Male"	"M"	20	509798	3.9
	"Other opioids"	"T40.2"	"2013"	"2013"	"Nebraska"	"31"	"Female"	"F"	19	938690	Unreliable
	"Other opioids"	"T40.2"	"2013"	"2013"	"Nebraska"	"31"	"Male"	"M"	14	929826	Unreliable
	"Other opioids"	"T40.2"	"2013"	"2013"	"Nevada"	"32"	"Female"	"F"	119	1384702	8.6
	"Other opioids"	"T40.2"	"2013"	"2013"	"Nevada"	"32"	"Male"	"M"	123	1405434	8.8
	"Other opioids"	"T40.2"	"2013"	"2013"	"New Hampshire"	"33"	"Female"	"F"	21	669746	3.1
	"Other opioids"	"T40.2"	"2013"	"2013"	"New Hampshire"	"33"	"Male"	"M"	41	653713	6.3
	"Other opioids"	"T40.2"	"2013"	"2013"	"New Jersey"	"34"	"Female"	"F"	77	4555374	1.7
	"Other opioids"	"T40.2"	"2013"	"2013"	"New Jersey"	"34"	"Male"	"M"	154	4343965	3.5
	"Other opioids"	"T40.2"	"2013"	"2013"	"New Mexico"	"35"	"Female"	"F"	84	1051678	8.0
	"Other opioids"	"T40.2"	"2013"	"2013"	"New Mexico"	"35"	"Male"	"M"	125	1033609	12.1
	"Other opioids"	"T40.2"	"2013"	"2013"	"New York"	"36"	"Female"	"F"	230	10114934	2.3
	"Other opioids"	"T40.2"	"2013"	"2013"	"New York"	"36"	"Male"	"M"	414	9536193	4.3
	"Other opioids"	"T40.2"	"2013"	"2013"	"North Carolina"	"37"	"Female"	"F"	170	5047448	3.4
	"Other opioids"	"T40.2"	"2013"	"2013"	"North Carolina"	"37"	"Male"	"M"	227	4800612	4.7
	"Other opioids"	"T40.2"	"2013"	"2013"	"Ohio"	"39"	"Female"	"F"	225	5911149	3.8
	"Other opioids"	"T40.2"	"2013"	"2013"	"Ohio"	"39"	"Male"	"M"	293	5659659	5.2
	"Other opioids"	"T40.2"	"2013"	"2013"	"Oklahoma"	"40"	"Female"	"F"	194	1943276	10.0
	"Other opioids"	"T40.2"	"2013"	"2013"	"Oklahoma"	"40"	"Male"	"M"	181	1907292	9.5
	"Other opioids"	"T40.2"	"2013"	"2013"	"Oregon"	"41"	"Female"	"F"	74	1985655	3.7
	"Other opioids"	"T40.2"	"2013"	"2013"	"Oregon"	"41"	"Male"	"M"	45	1944410	2.3
	"Other opioids"	"T40.2"	"2013"	"2013"	"Pennsylvania"	"42"	"Female"	"F"	156	6531461	2.4
	"Other opioids"	"T40.2"	"2013"	"2013"	"Pennsylvania"	"42"	"Male"	"M"	250	6242340	4.0
	"Other opioids"	"T40.2"	"2013"	"2013"	"Rhode Island"	"44"	"Female"	"F"	32	542084	5.9
	"Other opioids"	"T40.2"	"2013"	"2013"	"Rhode Island"	"44"	"Male"	"M"	48	509427	9.4
	"Other opioids"	"T40.2"	"2013"	"2013"	"South Carolina"	"45"	"Female"	"F"	63	2451720	2.6
	"Other opioids"	"T40.2"	"2013"	"2013"	"South Carolina"	"45"	"Male"	"M"	81	2323119	3.5
	"Other opioids"	"T40.2"	"2013"	"2013"	"South Dakota"	"46"	"Female"	"F"	14	420499	Unreliable
	"Other opioids"	"T40.2"	"2013"	"2013"	"South Dakota"	"46"	"Male"	"M"	13	424378	Unreliable
	"Other opioids"	"T40.2"	"2013"	"2013"	"Tennessee"	"47"	"Female"	"F"	249	3328884	7.5
	"Other opioids"	"T40.2"	"2013"	"2013"	"Tennessee"	"47"	"Male"	"M"	275	3167094	8.7
	"Other opioids"	"T40.2"	"2013"	"2013"	"Texas"	"48"	"Female"	"F"	211	13301191	1.6
	"Other opioids"	"T40.2"	"2013"	"2013"	"Texas"	"48"	"Male"	"M"	241	13147002	1.8
	"Other opioids"	"T40.2"	"2013"	"2013"	"Utah"	"49"	"Female"	"F"	149	1441891	10.3
	"Other opioids"	"T40.2"	"2013"	"2013"	"Utah"	"49"	"Male"	"M"	209	1458981	14.3
	"Other opioids"	"T40.2"	"2013"	"2013"	"Vermont"	"50"	"Female"	"F"	20	317442	6.3
	"Other opioids"	"T40.2"	"2013"	"2013"	"Vermont"	"50"	"Male"	"M"	17	309188	Unreliable
	"Other opioids"	"T40.2"	"2013"	"2013"	"Virginia"	"51"	"Female"	"F"	138	4198203	3.3
	"Other opioids"	"T40.2"	"2013"	"2013"	"Virginia"	"51"	"Male"	"M"	159	4062202	3.9
	"Other opioids"	"T40.2"	"2013"	"2013"	"Washington"	"53"	"Female"	"F"	145	3488736	4.2
	"Other opioids"	"T40.2"	"2013"	"2013"	"Washington"	"53"	"Male"	"M"	124	3482670	3.6
	"Other opioids"	"T40.2"	"2013"	"2013"	"West Virginia"	"54"	"Female"	"F"	129	938728	13.7
	"Other opioids"	"T40.2"	"2013"	"2013"	"West Virginia"	"54"	"Male"	"M"	212	915576	23.2
	"Other opioids"	"T40.2"	"2013"	"2013"	"Wisconsin"	"55"	"Female"	"F"	121	2890553	4.2
	"Other opioids"	"T40.2"	"2013"	"2013"	"Wisconsin"	"55"	"Male"	"M"	156	2852160	5.5
	"Other opioids"	"T40.2"	"2013"	"2013"	"Wyoming"	"56"	"Female"	"F"	18	285380	Unreliable
	"Other opioids"	"T40.2"	"2013"	"2013"	"Wyoming"	"56"	"Male"	"M"	15	297278	Unreliable
	"Other opioids"	"T40.2"	"2014"	"2014"	"Alabama"	"01"	"Female"	"F"	41	2499410	1.6
	"Other opioids"	"T40.2"	"2014"	"2014"	"Alabama"	"01"	"Male"	"M"	49	2349967	2.1
	"Other opioids"	"T40.2"	"2014"	"2014"	"Alaska"	"02"	"Female"	"F"	22	349436	6.3
	"Other opioids"	"T40.2"	"2014"	"2014"	"Alaska"	"02"	"Male"	"M"	18	387296	Unreliable
	"Other opioids"	"T40.2"	"2014"	"2014"	"Arizona"	"04"	"Female"	"F"	140	3387637	4.1
	"Other opioids"	"T40.2"	"2014"	"2014"	"Arizona"	"04"	"Male"	"M"	150	3343847	4.5
	"Other opioids"	"T40.2"	"2014"	"2014"	"Arkansas"	"05"	"Female"	"F"	54	1509053	3.6
	"Other opioids"	"T40.2"	"2014"	"2014"	"Arkansas"	"05"	"Male"	"M"	65	1457316	4.5
	"Other opioids"	"T40.2"	"2014"	"2014"	"California"	"06"	"Female"	"F"	442	19533596	2.3
	"Other opioids"	"T40.2"	"2014"	"2014"	"California"	"06"	"Male"	"M"	605	19268904	3.1
	"Other opioids"	"T40.2"	"2014"	"2014"	"Colorado"	"08"	"Female"	"F"	125	2664707	4.7
	"Other opioids"	"T40.2"	"2014"	"2014"	"Colorado"	"08"	"Male"	"M"	134	2691159	5.0
	"Other opioids"	"T40.2"	"2014"	"2014"	"Connecticut"	"09"	"Female"	"F"	60	1842128	3.3
	"Other opioids"	"T40.2"	"2014"	"2014"	"Connecticut"	"09"	"Male"	"M"	97	1754549	5.5
	"Other opioids"	"T40.2"	"2014"	"2014"	"Delaware"	"10"	"Female"	"F"	15	482925	Unreliable
	"Other opioids"	"T40.2"	"2014"	"2014"	"Delaware"	"10"	"Male"	"M"	23	452689	5.1
	"Other opioids"	"T40.2"	"2014"	"2014"	"District of Columbia"	"11"	"Male"	"M"	12	312600	Unreliable
	"Other opioids"	"T40.2"	"2014"	"2014"	"Florida"	"12"	"Female"	"F"	318	10170011	3.1
	"Other opioids"	"T40.2"	"2014"	"2014"	"Florida"	"12"	"Male"	"M"	379	9723286	3.9
	"Other opioids"	"T40.2"	"2014"	"2014"	"Georgia"	"13"	"Female"	"F"	182	5170356	3.5
	"Other opioids"	"T40.2"	"2014"	"2014"	"Georgia"	"13"	"Male"	"M"	206	4926987	4.2
	"Other opioids"	"T40.2"	"2014"	"2014"	"Hawaii"	"15"	"Female"	"F"	14	701462	Unreliable
	"Other opioids"	"T40.2"	"2014"	"2014"	"Hawaii"	"15"	"Male"	"M"	21	718099	2.9
	"Other opioids"	"T40.2"	"2014"	"2014"	"Idaho"	"16"	"Female"	"F"	28	815968	3.4
	"Other opioids"	"T40.2"	"2014"	"2014"	"Idaho"	"16"	"Male"	"M"	14	818496	Unreliable
	"Other opioids"	"T40.2"	"2014"	"2014"	"Illinois"	"17"	"Female"	"F"	117	6559694	1.8
	"Other opioids"	"T40.2"	"2014"	"2014"	"Illinois"	"17"	"Male"	"M"	136	6320886	2.2
	"Other opioids"	"T40.2"	"2014"	"2014"	"Indiana"	"18"	"Female"	"F"	61	3347411	1.8
	"Other opioids"	"T40.2"	"2014"	"2014"	"Indiana"	"18"	"Male"	"M"	88	3249444	2.7
	"Other opioids"	"T40.2"	"2014"	"2014"	"Iowa"	"19"	"Female"	"F"	40	1564081	2.6
	"Other opioids"	"T40.2"	"2014"	"2014"	"Iowa"	"19"	"Male"	"M"	41	1543045	2.7
	"Other opioids"	"T40.2"	"2014"	"2014"	"Kansas"	"20"	"Female"	"F"	42	1456666	2.9
	"Other opioids"	"T40.2"	"2014"	"2014"	"Kansas"	"20"	"Male"	"M"	49	1447355	3.4
	"Other opioids"	"T40.2"	"2014"	"2014"	"Kentucky"	"21"	"Female"	"F"	152	2240299	6.8
	"Other opioids"	"T40.2"	"2014"	"2014"	"Kentucky"	"21"	"Male"	"M"	192	2173158	8.8
	"Other opioids"	"T40.2"	"2014"	"2014"	"Louisiana"	"22"	"Female"	"F"	39	2375737	1.6
	"Other opioids"	"T40.2"	"2014"	"2014"	"Louisiana"	"22"	"Male"	"M"	54	2273939	2.4
	"Other opioids"	"T40.2"	"2014"	"2014"	"Maine"	"23"	"Female"	"F"	32	678818	4.7
	"Other opioids"	"T40.2"	"2014"	"2014"	"Maine"	"23"	"Male"	"M"	48	651271	7.4
	"Other opioids"	"T40.2"	"2014"	"2014"	"Maryland"	"24"	"Female"	"F"	132	3079989	4.3
	"Other opioids"	"T40.2"	"2014"	"2014"	"Maryland"	"24"	"Male"	"M"	256	2896418	8.8
	"Other opioids"	"T40.2"	"2014"	"2014"	"Massachusetts"	"25"	"Female"	"F"	60	3474584	1.7
	"Other opioids"	"T40.2"	"2014"	"2014"	"Massachusetts"	"25"	"Male"	"M"	118	3270824	3.6
	"Other opioids"	"T40.2"	"2014"	"2014"	"Michigan"	"26"	"Female"	"F"	153	5041414	3.0
	"Other opioids"	"T40.2"	"2014"	"2014"	"Michigan"	"26"	"Male"	"M"	175	4868463	3.6
	"Other opioids"	"T40.2"	"2014"	"2014"	"Minnesota"	"27"	"Female"	"F"	52	2745132	1.9
	"Other opioids"	"T40.2"	"2014"	"2014"	"Minnesota"	"27"	"Male"	"M"	50	2712041	1.8
	"Other opioids"	"T40.2"	"2014"	"2014"	"Mississippi"	"28"	"Female"	"F"	31	1539523	2.0
	"Other opioids"	"T40.2"	"2014"	"2014"	"Mississippi"	"28"	"Male"	"M"	32	1454556	2.2
	"Other opioids"	"T40.2"	"2014"	"2014"	"Missouri"	"29"	"Female"	"F"	120	3089367	3.9
	"Other opioids"	"T40.2"	"2014"	"2014"	"Missouri"	"29"	"Male"	"M"	117	2974222	3.9
	"Other opioids"	"T40.2"	"2014"	"2014"	"Montana"	"30"	"Female"	"F"	16	509456	Unreliable
	"Other opioids"	"T40.2"	"2014"	"2014"	"Nebraska"	"31"	"Female"	"F"	15	944640	Unreliable
	"Other opioids"	"T40.2"	"2014"	"2014"	"Nebraska"	"31"	"Male"	"M"	15	936863	Unreliable
	"Other opioids"	"T40.2"	"2014"	"2014"	"Nevada"	"32"	"Female"	"F"	115	1412306	8.1
	"Other opioids"	"T40.2"	"2014"	"2014"	"Nevada"	"32"	"Male"	"M"	109	1426793	7.6
	"Other opioids"	"T40.2"	"2014"	"2014"	"New Hampshire"	"33"	"Female"	"F"	29	671344	4.3
	"Other opioids"	"T40.2"	"2014"	"2014"	"New Hampshire"	"33"	"Male"	"M"	52	655469	7.9
	"Other opioids"	"T40.2"	"2014"	"2014"	"New Jersey"	"34"	"Female"	"F"	98	4576223	2.1
	"Other opioids"	"T40.2"	"2014"	"2014"	"New Jersey"	"34"	"Male"	"M"	147	4361952	3.4
	"Other opioids"	"T40.2"	"2014"	"2014"	"New Mexico"	"35"	"Female"	"F"	111	1052690	10.5
	"Other opioids"	"T40.2"	"2014"	"2014"	"New Mexico"	"35"	"Male"	"M"	112	1032882	10.8
	"Other opioids"	"T40.2"	"2014"	"2014"	"New York"	"36"	"Female"	"F"	254	10164966	2.5
	"Other opioids"	"T40.2"	"2014"	"2014"	"New York"	"36"	"Male"	"M"	354	9581261	3.7
	"Other opioids"	"T40.2"	"2014"	"2014"	"North Carolina"	"37"	"Female"	"F"	223	5099371	4.4
	"Other opioids"	"T40.2"	"2014"	"2014"	"North Carolina"	"37"	"Male"	"M"	239	4844593	4.9
	"Other opioids"	"T40.2"	"2014"	"2014"	"Ohio"	"39"	"Female"	"F"	260	5919391	4.4
	"Other opioids"	"T40.2"	"2014"	"2014"	"Ohio"	"39"	"Male"	"M"	358	5674772	6.3
	"Other opioids"	"T40.2"	"2014"	"2014"	"Oklahoma"	"40"	"Female"	"F"	188	1957903	9.6
	"Other opioids"	"T40.2"	"2014"	"2014"	"Oklahoma"	"40"	"Male"	"M"	182	1920148	9.5
	"Other opioids"	"T40.2"	"2014"	"2014"	"Oregon"	"41"	"Female"	"F"	74	2006139	3.7
	"Other opioids"	"T40.2"	"2014"	"2014"	"Oregon"	"41"	"Male"	"M"	63	1964100	3.2
	"Other opioids"	"T40.2"	"2014"	"2014"	"Pennsylvania"	"42"	"Female"	"F"	144	6533392	2.2
	"Other opioids"	"T40.2"	"2014"	"2014"	"Pennsylvania"	"42"	"Male"	"M"	267	6253817	4.3
	"Other opioids"	"T40.2"	"2014"	"2014"	"Rhode Island"	"44"	"Female"	"F"	26	543810	4.8
	"Other opioids"	"T40.2"	"2014"	"2014"	"Rhode Island"	"44"	"Male"	"M"	44	511363	8.6
	"Other opioids"	"T40.2"	"2014"	"2014"	"South Carolina"	"45"	"Female"	"F"	159	2483088	6.4
	"Other opioids"	"T40.2"	"2014"	"2014"	"South Carolina"	"45"	"Male"	"M"	160	2349394	6.8
	"Other opioids"	"T40.2"	"2014"	"2014"	"South Dakota"	"46"	"Female"	"F"	11	423862	Unreliable
	"Other opioids"	"T40.2"	"2014"	"2014"	"Tennessee"	"47"	"Female"	"F"	241	3357172	7.2
	"Other opioids"	"T40.2"	"2014"	"2014"	"Tennessee"	"47"	"Male"	"M"	313	3192180	9.8
	"Other opioids"	"T40.2"	"2014"	"2014"	"Texas"	"48"	"Female"	"F"	231	13574572	1.7
	"Other opioids"	"T40.2"	"2014"	"2014"	"Texas"	"48"	"Male"	"M"	240	13382386	1.8
	"Other opioids"	"T40.2"	"2014"	"2014"	"Utah"	"49"	"Female"	"F"	158	1463152	10.8
	"Other opioids"	"T40.2"	"2014"	"2014"	"Utah"	"49"	"Male"	"M"	209	1479750	14.1
	"Other opioids"	"T40.2"	"2014"	"2014"	"Vermont"	"50"	"Male"	"M"	14	308849	Unreliable
	"Other opioids"	"T40.2"	"2014"	"2014"	"Virginia"	"51"	"Female"	"F"	130	4231045	3.1
	"Other opioids"	"T40.2"	"2014"	"2014"	"Virginia"	"51"	"Male"	"M"	193	4095244	4.7
	"Other opioids"	"T40.2"	"2014"	"2014"	"Washington"	"53"	"Female"	"F"	150	3531595	4.2
	"Other opioids"	"T40.2"	"2014"	"2014"	"Washington"	"53"	"Male"	"M"	138	3529935	3.9
	"Other opioids"	"T40.2"	"2014"	"2014"	"West Virginia"	"54"	"Female"	"F"	146	936411	15.6
	"Other opioids"	"T40.2"	"2014"	"2014"	"West Virginia"	"54"	"Male"	"M"	217	913915	23.7
	"Other opioids"	"T40.2"	"2014"	"2014"	"Wisconsin"	"55"	"Female"	"F"	143	2898057	4.9
	"Other opioids"	"T40.2"	"2014"	"2014"	"Wisconsin"	"55"	"Male"	"M"	136	2859507	4.8
	"Other opioids"	"T40.2"	"2014"	"2014"	"Wyoming"	"56"	"Female"	"F"	11	286111	Unreliable
	"Other opioids"	"T40.2"	"2014"	"2014"	"Wyoming"	"56"	"Male"	"M"	17	298042	Unreliable
	"Other opioids"	"T40.2"	"2015"	"2015"	"Alabama"	"01"	"Female"	"F"	43	2505795	1.7
	"Other opioids"	"T40.2"	"2015"	"2015"	"Alabama"	"01"	"Male"	"M"	44	2353184	1.9
	"Other opioids"	"T40.2"	"2015"	"2015"	"Alaska"	"02"	"Female"	"F"	20	349407	5.7
	"Other opioids"	"T40.2"	"2015"	"2015"	"Alaska"	"02"	"Male"	"M"	31	389025	8.0
	"Other opioids"	"T40.2"	"2015"	"2015"	"Arizona"	"04"	"Female"	"F"	151	3436575	4.4
	"Other opioids"	"T40.2"	"2015"	"2015"	"Arizona"	"04"	"Male"	"M"	147	3391490	4.3
	"Other opioids"	"T40.2"	"2015"	"2015"	"Arkansas"	"05"	"Female"	"F"	70	1515348	4.6
	"Other opioids"	"T40.2"	"2015"	"2015"	"Arkansas"	"05"	"Male"	"M"	74	1462856	5.1
	"Other opioids"	"T40.2"	"2015"	"2015"	"California"	"06"	"Female"	"F"	415	19701750	2.1
	"Other opioids"	"T40.2"	"2015"	"2015"	"California"	"06"	"Male"	"M"	604	19443068	3.1
	"Other opioids"	"T40.2"	"2015"	"2015"	"Colorado"	"08"	"Female"	"F"	120	2712811	4.4
	"Other opioids"	"T40.2"	"2015"	"2015"	"Colorado"	"08"	"Male"	"M"	139	2743763	5.1
	"Other opioids"	"T40.2"	"2015"	"2015"	"Connecticut"	"09"	"Female"	"F"	73	1839139	4.0
	"Other opioids"	"T40.2"	"2015"	"2015"	"Connecticut"	"09"	"Male"	"M"	110	1751747	6.3
	"Other opioids"	"T40.2"	"2015"	"2015"	"Delaware"	"10"	"Female"	"F"	16	488125	Unreliable
	"Other opioids"	"T40.2"	"2015"	"2015"	"Delaware"	"10"	"Male"	"M"	20	457809	4.4
	"Other opioids"	"T40.2"	"2015"	"2015"	"District of Columbia"	"11"	"Male"	"M"	13	318601	Unreliable
	"Other opioids"	"T40.2"	"2015"	"2015"	"Florida"	"12"	"Female"	"F"	342	10368733	3.3
	"Other opioids"	"T40.2"	"2015"	"2015"	"Florida"	"12"	"Male"	"M"	447	9902539	4.5
	"Other opioids"	"T40.2"	"2015"	"2015"	"Georgia"	"13"	"Female"	"F"	202	5234978	3.9
	"Other opioids"	"T40.2"	"2015"	"2015"	"Georgia"	"13"	"Male"	"M"	233	4979882	4.7
	"Other opioids"	"T40.2"	"2015"	"2015"	"Hawaii"	"15"	"Female"	"F"	12	706231	Unreliable
	"Other opioids"	"T40.2"	"2015"	"2015"	"Hawaii"	"15"	"Male"	"M"	25	725372	3.4
	"Other opioids"	"T40.2"	"2015"	"2015"	"Idaho"	"16"	"Female"	"F"	27	826183	3.3
	"Other opioids"	"T40.2"	"2015"	"2015"	"Idaho"	"16"	"Male"	"M"	24	828747	2.9
	"Other opioids"	"T40.2"	"2015"	"2015"	"Illinois"	"17"	"Female"	"F"	127	6545500	1.9
	"Other opioids"	"T40.2"	"2015"	"2015"	"Illinois"	"17"	"Male"	"M"	144	6314495	2.3
	"Other opioids"	"T40.2"	"2015"	"2015"	"Indiana"	"18"	"Female"	"F"	54	3357815	1.6
	"Other opioids"	"T40.2"	"2015"	"2015"	"Indiana"	"18"	"Male"	"M"	93	3261865	2.9
	"Other opioids"	"T40.2"	"2015"	"2015"	"Iowa"	"19"	"Female"	"F"	37	1571873	2.4
	"Other opioids"	"T40.2"	"2015"	"2015"	"Iowa"	"19"	"Male"	"M"	38	1552026	2.4
	"Other opioids"	"T40.2"	"2015"	"2015"	"Kansas"	"20"	"Female"	"F"	42	1458008	2.9
	"Other opioids"	"T40.2"	"2015"	"2015"	"Kansas"	"20"	"Male"	"M"	32	1453633	2.2
	"Other opioids"	"T40.2"	"2015"	"2015"	"Kentucky"	"21"	"Female"	"F"	173	2245998	7.7
	"Other opioids"	"T40.2"	"2015"	"2015"	"Kentucky"	"21"	"Male"	"M"	209	2179094	9.6
	"Other opioids"	"T40.2"	"2015"	"2015"	"Louisiana"	"22"	"Female"	"F"	58	2386915	2.4
	"Other opioids"	"T40.2"	"2015"	"2015"	"Louisiana"	"22"	"Male"	"M"	50	2283809	2.2
	"Other opioids"	"T40.2"	"2015"	"2015"	"Maine"	"23"	"Female"	"F"	41	678071	6.0
	"Other opioids"	"T40.2"	"2015"	"2015"	"Maine"	"23"	"Male"	"M"	61	651257	9.4
	"Other opioids"	"T40.2"	"2015"	"2015"	"Maryland"	"24"	"Female"	"F"	145	3095316	4.7
	"Other opioids"	"T40.2"	"2015"	"2015"	"Maryland"	"24"	"Male"	"M"	253	2911085	8.7
	"Other opioids"	"T40.2"	"2015"	"2015"	"Massachusetts"	"25"	"Female"	"F"	65	3498304	1.9
